timestamp,rain_27.00_88.25,rain_27.00_88.50,rain_27.25_88.25,rain_27.25_88.50,rain_mean,rain_max,rain_1d,rain_3d,rain_7d
2023-08-24,48.70688,24.862434,18.915993,22.104343,28.647412499999998,48.70688,28.647412499999998,60.76325482500003,150.34780855000002
2023-08-25,104.75963,88.898094,55.940697,67.508804,79.27680624999999,104.75963,79.27680624999999,133.01551900000004,208.15877087500002
2023-08-26,51.05987,15.7951355,16.14653,13.588952,24.147621875000002,51.05987,24.147621875000002,132.07184062500002,203.8978706
2023-08-27,1.13166,10.735459,3.6947162,6.382133,5.48599205,10.735459,5.48599205,108.91042017500003,197.96107175
2023-08-28,29.772083,182.65811,3.1282303,67.785576,70.835999825,182.65811,70.835999825,100.46961375000004,240.509674825
2023-08-29,40.83827,6.8526597,7.709494,9.495199,16.223905674999997,40.83827,16.223905674999997,92.54589755000003,249.70903842500002
2023-08-30,10.9610615,14.646374,0.6121088,7.875418,8.523740575000001,14.646374,8.523740575000001,95.58364607500003,233.14147875
2023-08-31,0.0,12.849997,0.44100595,6.389615,4.9201544875,12.849997,4.9201544875,29.667800737500027,209.41422073750002
2023-09-01,0.27522516,0.0,0.0,0.0,0.06880629,0.27522516,0.06880629,13.512701352500029,130.20622077750002
2023-09-02,0.03669669,3.0202131,0.32088795,2.5261705,1.4759920599999998,3.0202131,1.4759920599999998,6.464952837500028,107.53459096250002
2023-09-03,11.884037,6.950881,10.739353,10.649795,10.056016499999998,11.884037,10.056016499999998,11.600814850000027,112.10461541250001
2023-09-04,0.0,17.905067,7.684705,13.208316,9.699522,17.905067,9.699522,21.231530560000028,50.96813758750001
2023-09-05,0.0,0.0,1.6298157,0.98415357,0.6534923175,1.6298157,0.6534923175,20.409030817500028,35.397724230000016
2023-09-06,0.0,0.0,0.5687417,0.16971336,0.184613765,0.5687417,0.184613765,10.53762808250003,27.058597420000012
2023-09-07,0.0,0.0,1.1083773,0.6470172,0.438848625,1.1083773,0.438848625,1.2769547075000303,22.577291557500015
2023-09-08,5.4573236,9.685043,5.9320245,9.928393,7.750696025,9.928393,7.750696025,8.37415841500003,30.25918129250001
2023-09-09,57.286076,64.76687,26.02403,48.28261,49.0898965,64.76687,49.0898965,57.27944115000003,77.87308573250002
2023-09-10,0.78345966,0.0,4.7314196,5.8878255,2.8506761899999997,5.8878255,2.8506761899999997,59.691268715000035,70.6677454225
2023-09-11,0.0,11.130631,1.6779513,5.1847677,4.4983375,11.130631,4.4983375,56.43891019000003,65.46656092250001
2023-09-12,5.22091,26.202236,13.812414,21.723614,16.7397935,26.202236,16.7397935,24.08880719000003,81.55286210500002
2023-09-13,0.0,12.219882,0.59440196,4.949233,4.44087924,12.219882,4.44087924,25.679010240000032,85.80912758000001
2023-09-14,1.0507495,0.3251181,9.528223,9.823013,5.1817759,9.823013,5.1817759,26.36244864000003,90.55205485500001
2023-09-15,14.717077,3.7394397,0.7756789,1.3330158,5.141302850000001,14.717077,5.141302850000001,14.76395799000003,87.94266168000001
2023-09-16,0.0,1.9908446,0.0,0.7763217,0.691791575,1.9908446,0.691791575,11.014870325000029,39.54455675500001
2023-09-17,0.0,0.0,0.11847268,0.07899609,0.049367192500000004,0.11847268,0.049367192500000004,5.882461617500029,36.74324775750001
2023-09-18,0.0,2.0813375,0.9261589,20.86876,5.969064100000001,20.86876,5.969064100000001,6.710222867500029,38.21397435750001
2023-09-19,0.0,0.0,11.206853,5.5502896,4.18928565,11.206853,4.18928565,10.20771694250003,25.663466507500008
2023-09-20,8.703649,44.0763,16.408104,26.775364,23.990854249999998,44.0763,23.990854249999998,34.149204000000026,45.2134415175
2023-09-21,69.686226,79.1394,15.625204,38.98888,50.8599275,79.1394,50.8599275,79.04006740000003,90.89159311750001
2023-09-22,10.974073,5.07346,15.978429,8.064002,10.022491,15.978429,10.022491,84.87327275000003,95.7727812675
2023-09-23,79.130745,37.132885,31.472874,30.868923,44.65135675,79.130745,44.65135675,105.53377525000002,139.7323464425
2023-09-24,84.04239,26.86649,24.008646,28.557194,40.868680000000005,84.04239,40.868680000000005,95.54252775000003,180.55165925
2023-09-25,23.954462,7.978732,4.920488,4.9761825,10.457466125,23.954462,10.457466125,95.97750287500003,185.040061275
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.32614612500004,180.85077562499998
2023-09-27,0.0,13.84542,0.9910018,6.3039584,5.28509505,13.84542,5.28509505,15.742561175000027,162.14501642500002
2023-09-28,0.0,0.0,0.05923634,2.2720082,0.582811135,2.2720082,0.582811135,5.867906185000028,111.86790006000001
2023-09-29,0.0,0.0,7.9183583,12.576474,5.123708075,12.576474,5.123708075,10.991614260000027,106.969117135
2023-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.706519210000028,62.317760385000014
2023-10-01,3.5342867,5.4224224,3.69429,3.3090596,3.9900146750000003,5.4224224,3.9900146750000003,9.11372275000003,25.439095060000007
2023-10-02,14.664631,12.173055,6.547301,8.7396755,10.531165625,14.664631,10.531165625,14.52118030000003,25.512794560000007
2023-10-03,29.246462,17.479136,12.063617,30.829798,22.404753250000002,30.829798,22.404753250000002,36.92593355000003,47.91754781000001
2023-10-04,64.2281,70.290276,79.50292,77.837425,72.96468025,79.50292,72.96468025,105.90059912500004,115.59713301000001
2023-10-05,81.452934,25.291481,27.044548,26.572212,40.09029375,81.452934,40.09029375,135.45972725000001,155.104615625
2023-10-06,22.224848,3.0209248,8.378994,6.7224503,10.086804275,22.224848,10.086804275,123.14177827500004,160.067711825
2023-10-07,0.6906428,0.0,3.1706064,3.1097183,1.742741875,3.1706064,1.742741875,51.919839900000014,161.8104537
2023-10-08,2.5747547,61.818584,7.865302,31.21303,25.867917675,61.818584,25.867917675,37.697463825000014,183.6883567
2023-10-09,7.1090164,3.6882122,19.432451,12.074637,10.57607915,19.432451,10.57607915,38.186738700000014,183.733270225
2023-10-10,6.119047,0.0,0.13664736,0.0,1.56392359,6.119047,1.56392359,38.007920415000015,162.89244056500002
2023-10-11,0.0,6.4249983,0.33655003,2.5999084,2.3403641825,6.4249983,2.3403641825,14.480366922500014,92.2681244975
2023-10-12,9.110864,9.508088,0.0,3.2464364,5.4663471,9.508088,5.4663471,9.370634872500014,57.6441778475
2023-10-13,0.03669669,0.5739203,3.8330836,5.423274,2.4667436475000004,5.423274,2.4667436475000004,10.273454930000014,50.02411722
2023-10-14,0.0,9.139788,4.5584207,15.271173,7.242345425,15.271173,7.242345425,15.175436172500014,55.523720770000004
2023-10-15,0.0,4.4820366,1.0014035,4.814257,2.5744242749999997,4.814257,2.5744242749999997,12.283513347500014,32.23022737
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.816769700000012,21.654148220000003
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.574424275000014,20.09022463
2023-10-18,0.0,0.0,0.098727226,0.065830074,0.041139325000000004,0.098727226,0.041139325000000004,0.041139325000014215,17.7909997725
2023-10-19,0.0,0.35415268,0.0,0.0,0.08853817,0.35415268,0.08853817,0.12967749500001421,12.4131908425
2023-10-20,0.23852848,10.225702,0.26837948,4.028141,3.69018774,10.225702,3.69018774,3.819865235000014,13.636634935
2023-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.778725910000014,6.39428951
2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.690187740000014,3.819865235
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819865235
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819865235
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77872591
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69018774
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-28,0.0,2.0813375,0.0,0.8116091,0.72323665,2.0813375,0.72323665,0.7232366500000142,0.72323665
2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7232366500000142,0.72323665
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7232366500000142,0.72323665
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72323665
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72323665
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72323665
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72323665
2023-11-04,0.0,0.0,0.030223204,10.873288,2.725877801,10.873288,2.725877801,2.7258778010000144,2.725877801
2023-11-05,0.23654449,0.0,0.24381255,0.0,0.12008926,0.24381255,0.12008926,2.8459670610000143,2.845967061
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8459670610000143,2.845967061
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12008926000001421,2.845967061
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.845967061
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.845967061
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.845967061
2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12008926
2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-08,2.892759,2.3174753,4.6130834,3.732192,3.388877425,4.6130834,3.388877425,3.388877425000014,3.388877425
2023-12-09,0.0,0.0,0.15233243,0.21269324,0.09125641749999999,0.21269324,0.09125641749999999,3.480133842500014,3.4801338425
2023-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.480133842500014,3.4801338425
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912564175000142,3.4801338425
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4801338425
2023-12-13,0.0,0.9533362,0.0,0.0,0.23833405,0.9533362,0.23833405,0.2383340500000142,3.7184678925
2023-12-14,0.64972335,2.9036713,0.5159372,0.5347596,1.1510228625,2.9036713,1.1510228625,1.3893569125000143,4.869490755
2023-12-15,0.19491701,0.0,0.0,0.0,0.0487292525,0.19491701,0.0487292525,1.4380861650000143,1.5293425825000002
2023-12-16,0.19491701,0.0,0.0,0.0,0.0487292525,0.19491701,0.0487292525,1.2484813675000144,1.4868154175000003
